ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Genre Principal;Genres Secondaires;Image-URL-L;Moyenne_Adolescent 12-17;Moyenne_Adulte 26-35;Moyenne_Adulte 36-50;Moyenne_Enfant 1-12;Moyenne_Jeune adulte 18-25;Moyenne_Senior 50+
0449002985;Your Oasis on Flame Lake (Ballantine Reader's Circle);LORNA LANDVIK;1998-01-01;Ballantine Books;Fiction;Womens Fiction, Chick Lit, Humor, Contemporary, Womens Fiction, Book Club, Novels, Drama, Literature, 20th Century, Adult Fiction;http://images.amazon.com/images/P/0449002985.01.LZZZZZZZ.jpg;;10.0;7.923076923076923;;5.0;9.0
0449003884;The Bride Finder : A Novel;SUSAN CARROLL;1999-01-01;Ivy Books;Romance;Romance, Historical Romance, Fantasy, Paranormal, Historical, Fantasy, Romance, Paranormal Romance, Historical, Historical Fiction, Fiction, Fantasy, Magic, Gothic;http://images.amazon.com/images/P/0449003884.01.LZZZZZZZ.jpg;;5.0;10.0;;;
044900483X;Children of God (Ballantine Readers Circle);Mary Doria Russell;1999-01-01;Ballantine Books;Science Fiction;Fiction, Religion, Fantasy, Science Fiction Fantasy, Speculative Fiction, Science Fiction, Aliens, Novels, Literary Fiction, Adult;http://images.amazon.com/images/P/044900483X.01.LZZZZZZZ.jpg;;7.333333333333333;8.0;;;9.0
0449005577;Catching Alice;Clare Naylor;2000-01-01;Ballantine Books;Womens Fiction;Chick Lit, Fiction, Romance;http://images.amazon.com/images/P/0449005577.01.LZZZZZZZ.jpg;;8.0;6.0;;;
0449006530;Midnight Voices;JOHN SAUL;2003-01-01;Ballantine Books;Horror;Fiction, Thriller, Mystery, Suspense, Fantasy, Supernatural, Fantasy, Paranormal, Fantasy, Audiobook, Thriller, Mystery Thriller;http://images.amazon.com/images/P/0449006530.01.LZZZZZZZ.jpg;;8.153846153846153;7.217391304347826;;7.5;7.75
0449007383;Murder at Ford's Theatre;MARGARET TRUMAN;2003-01-01;Fawcett;Mystery;Fiction, Mystery, Murder Mystery, Thriller, Mystery Thriller, Female Authors, Suspense, Mystery, Crime;http://images.amazon.com/images/P/0449007383.01.LZZZZZZZ.jpg;;;10.0;;;
0449146979;The Changeling;Philippa Carr;1990-01-01;Ivy Books;Historical;Historical Fiction, Romance, Fiction, Romance, Historical Romance, Historical, European Literature, British Literature, Gothic, Mystery, Literature, 19th Century, Adult;http://images.amazon.com/images/P/0449146979.01.LZZZZZZZ.jpg;;;5.0;;;
044920149X;The Capricorn Stone;Madeleine Brent;1983-01-01;Fawcett Books;Romance;Fiction, Mystery, Historical, Historical Fiction, Historical, Gothic, Gothic Romance, Romance, Romantic Suspense, Adventure, Romance, Historical Romance, Suspense;http://images.amazon.com/images/P/044920149X.01.LZZZZZZZ.jpg;;;;;8.0;
0449207331;Iberia;James A. Michener;1989-01-01;Fawcett Books;Historical;Historical Fiction, Travel, Fiction, Cultural, Spain, History, European History, Historical, Audiobook, Literature, Novels, Cultural;http://images.amazon.com/images/P/0449207331.01.LZZZZZZZ.jpg;;;;;7.0;5.0
0449212963;Secret for a Nightingale;Victoria Holt;1991-01-01;Ivy Books;Romance;Historical, Historical Fiction, Fiction, Mystery, Gothic, Romance, Historical Romance, Historical, Romance, Romantic Suspense, Gothic, Gothic Romance, Historical, Victorian;http://images.amazon.com/images/P/0449212963.01.LZZZZZZZ.jpg;;4.0;;;8.0;
0449213536;The Drifters;James A. Michener;1986-01-01;Fawcett Books;Fiction;Historical, Historical Fiction, Travel, Adventure, Novels, Classics, Historical, Cultural, Spain, Literature, Contemporary;http://images.amazon.com/images/P/0449213536.01.LZZZZZZZ.jpg;;10.0;;;7.0;
0449213897;Golden Urchin;Madeleine Brent;1988-01-01;Fawcett Books;Romance;Historical, Historical Fiction, Fiction, Historical, Mystery, Adventure, Cultural, Australia, Romance, Historical Romance, Gothic, Gothic, Gothic Romance;http://images.amazon.com/images/P/0449213897.01.LZZZZZZZ.jpg;;;;;9.0;
0449214540;The Rabbi;Noah Gordon;1991-01-01;Fawcett Books;Fiction;Historical, Historical Fiction, Historical, Literature, Jewish, Religion, The United States Of America, Religion, Judaism, Novels, Romance, Drama;http://images.amazon.com/images/P/0449214540.01.LZZZZZZZ.jpg;;;7.5;;;
0449215482;The Silk Vendetta;Victoria Holt;1988-01-01;Ivy Books;Romance;Gothic, Mystery, Historical, Historical Fiction, Romance, Historical Romance, Fiction, Historical, Gothic, Gothic Romance, Romance, Romantic Suspense, European Literature, British Literature;http://images.amazon.com/images/P/0449215482.01.LZZZZZZZ.jpg;;8.0;9.5;;;
0449218473;Journey;James A. Michener;1994-01-01;Fawcett Books;Historical;Historical Fiction, Fiction, Cultural, Canada, Adventure, Literature, 19th Century, Historical, Travel, Adventure, Survival, Audiobook, Classics;http://images.amazon.com/images/P/0449218473.01.LZZZZZZZ.jpg;;7.0;9.0;;9.0;
0449220494;Dick Francis Treasury of Great Racing Stories;Dick Francis;1992-01-01;Fawcett Books;Short Stories;Animals, Horses;http://images.amazon.com/images/P/0449220494.01.LZZZZZZZ.jpg;;;;;;8.0
0449221393;Driving Force;Dick Francis;1994-01-01;Fawcett Books;Mystery;Fiction, Thriller, Mystery, Crime, Suspense, Thriller, Mystery Thriller, Mystery, Detective, European Literature, British Literature, Animals, Horses, Contemporary;http://images.amazon.com/images/P/0449221393.01.LZZZZZZZ.jpg;;6.0;7.0;;;9.0
0449227944;Asylum (Blackstone Chronicles, No 6);JOHN SAUL;1997-01-01;Fawcett;Horror;Fiction, Short Stories, Thriller, Thriller, Mystery Thriller, Mystery;http://images.amazon.com/images/P/0449227944.01.LZZZZZZZ.jpg;;7.0;9.0;;8.0;
0449300021;Les Miserables;VICTOR HUGO;1982-01-01;Fawcett;Classics;Fiction, Historical, Historical Fiction, Literature, Cultural, France, Historical, Novels, European Literature, French Literature, Romance, Classics, Classic Literature;http://images.amazon.com/images/P/0449300021.01.LZZZZZZZ.jpg;9.0;8.0;10.0;;10.0;
0449904962;Indian Givers: How the Indians of the Americas Transformed the World;Jack Weatherford;1990-01-01;Ballantine Books;History;Nonfiction, Anthropology, North American Hi..., American History, Native Americans, History, Native American History, Historical, Audiobook, Race, Literature, American;http://images.amazon.com/images/P/0449904962.01.LZZZZZZZ.jpg;;;9.0;;;10.0
0449908976;Anatomy of Love: A Natural History of Mating, Marriage, and Why We Stray;Helen Fisher;1995-01-01;Ballantine Books;Nonfiction;Psychology, Science, Relationships, History, Sexuality, Anthropology, Love, Sociology, Biology, Evolution;http://images.amazon.com/images/P/0449908976.01.LZZZZZZZ.jpg;;6.0;;;;
0449910830;The All-True Travels and Adventures of Lidie Newton: A Novel (Ballantine Reader's Circle);Jane Smiley;1999-01-01;Ballantine Books;Historical;Historical Fiction, Fiction, Westerns, Novels, Historical, Travel, Adventure, Literary Fiction, Literature, American, Literature;http://images.amazon.com/images/P/0449910830.01.LZZZZZZZ.jpg;;8.666666666666666;6.5;;;
0449911411;And I Don't Want to Live This Life;Deborah Spungen;1996-01-01;Ballantine Books;Nonfiction;Biography, Crime, True Crime, Music, Autobiography, Memoir, Mystery, Crime, Biography Memoir, Mental Health, Mental Illness, Music, Punk, Psychology;http://images.amazon.com/images/P/0449911411.01.LZZZZZZZ.jpg;;9.0;;;;
0449911632;Brazil;John Updike;1996-01-01;Ballantine Books;Fiction;Cultural, Brazil, Literature, American, Novels, Magical Realism, Classics, Historical, Historical Fiction, Literary Fiction, Contemporary, Literature;http://images.amazon.com/images/P/0449911632.01.LZZZZZZZ.jpg;;8.0;;;;
0449911721;Morgan's Passing;Anne Tyler;1996-01-01;Ballantine Books;Fiction;Literary Fiction, Contemporary, Literature, American, Novels, Literature, Adult Fiction, Relationships, Womens Fiction, Family;http://images.amazon.com/images/P/0449911721.01.LZZZZZZZ.jpg;;;7.5;;;
0449911802;Celestial Navigation;Anne Tyler;1996-01-01;Ballantine Books;Fiction;Literary Fiction, Novels, Contemporary, Literature, Adult, The United States Of America, Literature, American, Literature, 20th Century, Adult Fiction;http://images.amazon.com/images/P/0449911802.01.LZZZZZZZ.jpg;;;;;;9.0
0451143426;One Flew Over the Cuckoo's Nest;Ken Kesey;1963-01-01;Signet Book;Classics;Fiction, Psychology, Literature, Novels, Health, Mental Health, Academic, School, Literature, American, Literary Fiction, Mental Health, Mental Illness;http://images.amazon.com/images/P/0451143426.01.LZZZZZZZ.jpg;;5.5;;;;
0451147952;Capitalism: The Unknown Ideal (Signet Shakespeare);Ayn Rand;1983-01-01;Signet Book;Philosophy;Economics, Nonfiction, Politics, Business, Classics, History, Writing, Essays, Economics, Finance, Science;http://images.amazon.com/images/P/0451147952.01.LZZZZZZZ.jpg;;;5.0;;10.0;
0451159411;They Cage the Animals at Night;Jennings M. Burch;1988-01-01;Signet Book;Nonfiction;Autobiography, Memoir, Biography, Academic, School, Psychology, Biography, Autobiography, Biography Memoir, Sociology, Abuse, Family Law, Fostering, Academic, Read For School;http://images.amazon.com/images/P/0451159411.01.LZZZZZZZ.jpg;;5.5;8.5;;;8.0
0451160193;Fools Die;Mario Puzo;1994-01-01;Signet Book;Fiction;Thriller, Mystery, Crime, Novels, Mystery, Classics, Drama, Suspense, Contemporary, Literature;http://images.amazon.com/images/P/0451160193.01.LZZZZZZZ.jpg;;7.0;;;10.0;
0451160312;I Never Promised You a Rose Garden;Joanne Greenberg;1984-01-01;Signet Book;Fiction;Psychology, Young Adult, Health, Mental Health, Classics, Mental Health, Mental Illness, Contemporary, Novels, Realistic Fiction, Literature;http://images.amazon.com/images/P/0451160312.01.LZZZZZZZ.jpg;;7.875;9.0;;8.1;9.0
0451160525;The Gunslinger (The Dark Tower, Book 1);Stephen King;1994-01-01;New American Library;Fantasy;Fiction, Horror, Science Fiction, Westerns, Adventure, Audiobook, Science Fiction Fantasy, Thriller, Apocalyptic, Post Apocalyptic;http://images.amazon.com/images/P/0451160525.01.LZZZZZZZ.jpg;;8.09433962264151;8.916666666666666;;8.185185185185185;8.0
0451163931;Virtue of Selfishness: A New Concept of Egoism;Ayn Rand;1989-01-01;Signet Book;Philosophy;Nonfiction, Politics, Psychology, Classics, Writing, Essays, Economics, History, Modern, Contemporary;http://images.amazon.com/images/P/0451163931.01.LZZZZZZZ.jpg;;10.0;;;10.0;
0451166582;The Eyes of the Dragon;Stephen King;2001-01-01;Signet Book;Fantasy;Fiction, Horror, Young Adult, Fantasy, Dragons, Science Fiction Fantasy, Adventure, Thriller, Audiobook, Novels;http://images.amazon.com/images/P/0451166582.01.LZZZZZZZ.jpg;;8.153846153846153;8.1875;;8.214285714285714;10.0
0451170113;Night Shift;Stephen King;1994-01-01;Signet Book;Horror;Short Stories, Fiction, Thriller, Fantasy, Mystery, Anthologies, Fantasy, Paranormal, Suspense, Fantasy, Supernatural;http://images.amazon.com/images/P/0451170113.01.LZZZZZZZ.jpg;;8.15;9.333333333333334;;8.333333333333334;
0451171926;Atlas Shrugged;Ayn Rand;1992-01-01;New Amer Library;Fiction;Classics, Philosophy, Politics, Literature, Science Fiction, Novels, Science Fiction, Dystopia, Economics, Business;http://images.amazon.com/images/P/0451171926.01.LZZZZZZZ.jpg;;9.0;8.0;;10.0;
0451173317;The Waste Lands (The Dark Tower, Book 3);Stephen King;1997-01-01;Signet Book;Fantasy;Fiction, Horror, Science Fiction, Adventure, Westerns, Audiobook, Science Fiction Fantasy, Thriller, Apocalyptic, Post Apocalyptic;http://images.amazon.com/images/P/0451173317.01.LZZZZZZZ.jpg;;8.8;9.0;;9.0;
0451180410;Mortal Fear;Greg Iles;1998-01-01;Signet Book;Mystery;Thriller, Fiction, Suspense, Mystery, Crime, Thriller, Mystery Thriller, Horror, Audiobook, Novels, Mystery, Murder Mystery;http://images.amazon.com/images/P/0451180410.01.LZZZZZZZ.jpg;;6.75;7.2;;;8.0
0451185978;Four Past Midnight (Novella from Four Past Midnight);Stephen King;1995-01-01;New Amer Library;Horror;Fiction, Short Stories, Thriller, Fantasy, Mystery, Suspense, Fantasy, Supernatural, Anthologies, Science Fiction;http://images.amazon.com/images/P/0451185978.01.LZZZZZZZ.jpg;;;8.0;;;8.0
0451187261;Matters of Choice;Noah Gordon;1997-01-01;Signet Book;Historical;Historical Fiction, Fiction, Historical, Drama, Novels, Contemporary, The United States Of America, Health, Medicine, Medical, European Literature, German Literature;http://images.amazon.com/images/P/0451187261.01.LZZZZZZZ.jpg;;;;;;8.0
0451187849;We the Living;Ayn Rand;1996-01-01;Signet Book;Fiction;Classics, Philosophy, Historical, Historical Fiction, Literature, Politics, Cultural, Russia, Novels, Science Fiction, Dystopia, Historical;http://images.amazon.com/images/P/0451187849.01.LZZZZZZZ.jpg;;8.666666666666666;;;10.0;
0451188454;The Bone Collector (Lincoln Rhyme Novels (Paperback));Jeff Deaver;2004-01-01;Signet Book;Mystery;Thriller, Fiction, Mystery, Crime, Thriller, Mystery Thriller, Suspense, Mystery, Detective, Horror, Adult, Mystery, Murder Mystery;http://images.amazon.com/images/P/0451188454.01.LZZZZZZZ.jpg;;8.088235294117647;8.923076923076923;7.0;8.0;7.0
0451190149;The Inner Sanctum;Stephen W. Frey;1998-01-01;Signet Book;Fiction;Thriller, Suspense, Politics, Mystery, Crime;http://images.amazon.com/images/P/0451190149.01.LZZZZZZZ.jpg;;;6.5;;;8.0
0451190750;Thinner;Stephen King;1996-01-01;Signet Book;Horror;Fiction, Thriller, Fantasy, Fantasy, Supernatural, Fantasy, Paranormal, Mystery, Suspense, Audiobook, Novels;http://images.amazon.com/images/P/0451190750.01.LZZZZZZZ.jpg;;8.666666666666666;9.0;;6.0;
0451191153;The Fountainhead;Ayn Rand;1996-01-01;New American Library;Fiction;Classics, Philosophy, Literature, Novels, Politics, Architecture, Literary Fiction, Literature, American, Classics, Classic Literature;http://images.amazon.com/images/P/0451191153.01.LZZZZZZZ.jpg;;9.125;8.0;;8.928571428571429;
0451192524;Ritual Sins;Anne Stuart;1997-01-01;Onyx Books;Romance;Romance, Romantic Suspense, Contemporary, Romance, Contemporary Romance, Suspense, Dark, Fiction, Thriller, Mystery, Thriller, Mystery Thriller;http://images.amazon.com/images/P/0451192524.01.LZZZZZZZ.jpg;;;;;9.0;
0451196716;The Long Walk;Stephen King;1999-01-01;Signet Book;Horror;Fiction, Science Fiction, Dystopia, Thriller, Science Fiction, Fantasy, Audiobook, Adult, Suspense, Novels;http://images.amazon.com/images/P/0451196716.01.LZZZZZZZ.jpg;;6.5;7.5;;9.0;7.0
0451199928;A Caribbean Mystery (Miss Marple Mysteries (Paperback));Agatha Christie;2001-01-01;Signet Book;Mystery;Fiction, Mystery, Crime, Classics, Thriller, Mystery Thriller, Mystery, Detective, Audiobook, European Literature, British Literature, Thriller, Mystery, Murder Mystery;http://images.amazon.com/images/P/0451199928.01.LZZZZZZZ.jpg;;9.0;8.0;;;
0451199936;At Bertram's Hotel (Miss Marple Mysteries (Paperback));Agatha Christie;2001-01-01;Signet Book;Mystery;Fiction, Mystery, Crime, Classics, Thriller, Mystery Thriller, Mystery, Detective, European Literature, British Literature, Audiobook, Mystery, Murder Mystery, Thriller;http://images.amazon.com/images/P/0451199936.01.LZZZZZZZ.jpg;;;8.0;;;8.0
0451200187;Nemesis;Agatha Christie;2004-01-01;Signet Book;Mystery;Fiction, Mystery, Crime, Classics, Thriller, Mystery Thriller, Mystery, Detective, European Literature, British Literature, Audiobook, Mystery, Murder Mystery, Thriller;http://images.amazon.com/images/P/0451200187.01.LZZZZZZZ.jpg;;;10.0;;;
0451200268;Devil's Embrace;Catherine Coulter;2004-01-01;Signet Book;Romance;Historical Romance, Romance, Historical, Historical, Historical Fiction, Fiction, Historical, Regency, Adult, European Literature, British Literature, Dark, Sociology, Abuse;http://images.amazon.com/images/P/0451200268.01.LZZZZZZZ.jpg;;;8.0;;;
0451201159;Murder at the Vicarage (Miss Marple Mysteries (Paperback));Agatha Christie;2002-01-01;Signet Book;Mystery;Fiction, Classics, Mystery, Crime, Thriller, Mystery Thriller, Mystery, Detective, Audiobook, Mystery, Cozy Mystery, European Literature, British Literature, Thriller;http://images.amazon.com/images/P/0451201159.01.LZZZZZZZ.jpg;;7.0;;;10.0;7.0
0451203054;Praying for Sleep;Jeffrey Deaver;2001-01-01;Signet Book;Thriller;Mystery, Fiction, Mystery, Crime, Suspense, Thriller, Mystery Thriller, Mystery, Detective, Mystery, Murder Mystery, Adult, Horror;http://images.amazon.com/images/P/0451203054.01.LZZZZZZZ.jpg;;;8.5;;;
0451203267;The Stranger Beside Me;Ann Rule;2001-01-01;Signet Book;Crime;True Crime, Nonfiction, Mystery, Crime, Audiobook, Biography, Autobiography, Memoir, Mystery, History, Horror, Adult;http://images.amazon.com/images/P/0451203267.01.LZZZZZZZ.jpg;;9.0;8.333333333333334;;;9.0
0451203771;Scarlet Feather;Maeve Binchy;2002-01-01;Signet Book;Fiction;Womens Fiction, Chick Lit, Romance, Cultural, Ireland, Contemporary, European Literature, Irish Literature, Adult Fiction, Adult, Womens Fiction, Novels;http://images.amazon.com/images/P/0451203771.01.LZZZZZZZ.jpg;;6.9411764705882355;8.045454545454545;;8.333333333333334;8.333333333333334
0451205146;Black Hawk Down (Movie Tie-in);Mark Bowden;2002-01-01;Signet;History;Nonfiction, War, Military Fiction, War, Military, Military History, Cultural, Africa, Historical, North American Hi..., American History, Politics, Eastern Africa, Somalia;http://images.amazon.com/images/P/0451205146.01.LZZZZZZZ.jpg;;8.0;9.0;;9.0;
0451205367;The Richest Man in Babylon;George S. Clason;2004-01-01;Signet Book;Economics;Finance, Business, Nonfiction, Self Help, Finance, Personal Finance, Currency, Money, Self Help, Personal Development, Economics, Classics, Philosophy;http://images.amazon.com/images/P/0451205367.01.LZZZZZZZ.jpg;;9.333333333333334;7.25;;;
0451205421;The Door to December;Dean R. Koontz;2002-01-01;Signet Book;Horror;Fiction, Thriller, Suspense, Mystery, Fantasy, Paranormal, Thriller, Mystery Thriller, Science Fiction, Fantasy, Adult;http://images.amazon.com/images/P/0451205421.01.LZZZZZZZ.jpg;5.0;8.227272727272727;7.909090909090909;;7.5;5.333333333333333
0451205553;Trauma;Graham Masterton;2002-01-01;Signet Book;Horror;Fiction;http://images.amazon.com/images/P/0451205553.01.LZZZZZZZ.jpg;;8.0;7.0;;;
0451206525;Dead Sleep;Greg Iles;2002-01-01;Signet Book;Mystery;Thriller, Fiction, Suspense, Thriller, Mystery Thriller, Mystery, Crime, Mystery, Murder Mystery, Adult, Audiobook, Horror;http://images.amazon.com/images/P/0451206525.01.LZZZZZZZ.jpg;;7.105263157894737;8.0;;8.0;8.666666666666666
0451207505;Trapped;Greg Iles;2002-01-01;Signet Book;Thriller;Fiction, Mystery, Suspense, Mystery, Crime, Thriller, Mystery Thriller, Audiobook, Adult, Adult Fiction, Contemporary;http://images.amazon.com/images/P/0451207505.01.LZZZZZZZ.jpg;;7.5;;;;7.333333333333333
0451207521;Jackdaws;Ken Follett;2002-01-01;Signet Book;Historical;Historical Fiction, Fiction, Thriller, Historical, War, War, World War II, Spy Thriller, Espionage, Suspense, Cultural, France, Mystery;http://images.amazon.com/images/P/0451207521.01.LZZZZZZZ.jpg;;7.866666666666666;7.894736842105263;;10.0;8.1
0451207645;The Oath;John Lescroart;2003-01-01;Signet Book;Mystery;Fiction, Thriller, Legal Thriller, Thriller, Mystery, Crime, Suspense, Thriller, Mystery Thriller, Audiobook, United States;http://images.amazon.com/images/P/0451207645.01.LZZZZZZZ.jpg;;;8.9375;;;8.666666666666666
0451208633;The Divine Comedy: The Inferno/the Purgatorio/the Paradiso;Dante Alighieri;2003-01-01;New American Library;Classics;Poetry, Fiction, Literature, Philosophy, Religion, Fantasy, European Literature, Italian Literature, Cultural, Italy, Classics, Classic Literature;http://images.amazon.com/images/P/0451208633.01.LZZZZZZZ.jpg;;7.0;;;;
0451208641;Black Like Me;John Howard Griffin;2003-01-01;New American Library;Nonfiction;History, Autobiography, Memoir, Classics, Biography, Race, Cultural, African American, Sociology, Biography Memoir, Biography, Autobiography;http://images.amazon.com/images/P/0451208641.01.LZZZZZZZ.jpg;;;10.0;;;
0451210557;No Second Chance;Harlan Coben;2004-01-01;Signet Book;Mystery;Thriller, Fiction, Suspense, Mystery, Crime, Thriller, Mystery Thriller, Audiobook, Adult, Mystery, Murder Mystery, Contemporary;http://images.amazon.com/images/P/0451210557.01.LZZZZZZZ.jpg;;9.0;9.0;;;8.0
0451210638;A Case of Need;Michael Crichton;2003-01-01;Signet Book;Fiction;Mystery, Thriller, Medical, Suspense, Thriller, Mystery Thriller, Mystery, Crime, Science Fiction, Health, Medicine, Adult;http://images.amazon.com/images/P/0451210638.01.LZZZZZZZ.jpg;;9.0;8.0;;7.5;5.666666666666667
0451210859;The Drawing of the Three (The Dark Tower, Book 2);Stephen King;2003-01-01;New American Library;Fantasy;Fiction, Horror, Science Fiction, Adventure, Westerns, Audiobook, Science Fiction Fantasy, Thriller, Novels;http://images.amazon.com/images/P/0451210859.01.LZZZZZZZ.jpg;;;10.0;;10.0;
0451210905;A Whole Lotta Love;Donna Hill;2004-01-01;Signet Book;Romance;Anthologies, Cultural, African American, Fiction, Romance, African American Romance, Contemporary;http://images.amazon.com/images/P/0451210905.01.LZZZZZZZ.jpg;;7.0;;;;10.0
045121157X;Monkeewrench;P. J. Tracy;2004-01-01;Signet Book;Mystery;Thriller, Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Mystery, Detective, Adult Fiction, Adult, Contemporary;http://images.amazon.com/images/P/045121157X.01.LZZZZZZZ.jpg;;7.0;7.0;;10.0;9.5
0451213599;Four Past Midnight;Stephen King;2004-01-01;Signet Book;Horror;Fiction, Short Stories, Thriller, Fantasy, Mystery, Suspense, Fantasy, Supernatural, Anthologies, Science Fiction;http://images.amazon.com/images/P/0451213599.01.LZZZZZZZ.jpg;;7.75;7.5;;10.0;10.0
0451401964;The Death Shift: The True Story of Nurse Genene Jones and the Texas Baby Murders;Peter Elkind;1990-01-01;Onyx Books;Crime;True Crime, Nonfiction, Biography;http://images.amazon.com/images/P/0451401964.01.LZZZZZZZ.jpg;;;8.5;;;
0451408691;Shadow Lover;Anne Stuart;1999-01-01;Onyx Books;Romance;Romance, Romantic Suspense, Contemporary, Suspense, Mystery, Romance, Contemporary Romance, Fiction, Thriller, Mystery Thriller, Adult, Thriller;http://images.amazon.com/images/P/0451408691.01.LZZZZZZZ.jpg;;10.0;7.0;;10.0;
0451409221;The Medusa Stone (Philip Mercer (Paperback));Jack Du Brul;2000-01-01;Onyx Books;Thriller;Fiction, Adventure, Action, Mystery, Spy Thriller, Espionage, Suspense, Historical, Historical Fiction, Adult, Science Fiction;http://images.amazon.com/images/P/0451409221.01.LZZZZZZZ.jpg;;;8.0;;;
0451409639;Pandora's Curse (Philip Mercer (Paperback));Jack Du Brul;2001-01-01;Onyx Books;Thriller;Adventure, Fiction, Mystery, Action, Suspense, Thriller, Mystery Thriller, Historical, Historical Fiction;http://images.amazon.com/images/P/0451409639.01.LZZZZZZZ.jpg;;8.0;7.0;;;
0451410386;The Five Bells and Bladebone (Richard Jury Mysteries (Paperback));Martha Grimes;2002-01-01;Onyx Books;Mystery;Fiction, European Literature, British Literature, Mystery, Crime, Thriller, Mystery Thriller, Mystery, Detective, Mystery, Cozy Mystery, Emergency Services, Police, Thriller, Suspense;http://images.amazon.com/images/P/0451410386.01.LZZZZZZZ.jpg;;;5.0;;8.0;6.0
0451410815;The Man With a Load of Mischief (Richard Jury Novels);Martha Grimes;2003-01-01;Onyx Books;Mystery;Fiction, Mystery, Crime, Thriller, Mystery Thriller, Holiday, Christmas, European Literature, British Literature, Mystery, Detective, Mystery, Cozy Mystery, Audiobook, Thriller;http://images.amazon.com/images/P/0451410815.01.LZZZZZZZ.jpg;;9.0;7.0;;;
0451452615;Bored of the Rings: A Parody of J.R.R. Tolkien's the Lord of the Rings;Harvard Lampoon Staff;1993-01-01;Roc;Fantasy;Humor, Fiction, Humor, Comedy, Science Fiction Fantasy, Adventure, Science Fiction, Novels, Unfinished, Fantasy, High Fantasy;http://images.amazon.com/images/P/0451452615.01.LZZZZZZZ.jpg;10.0;10.0;7.5;;6.666666666666667;8.0
0451454073;Knights of the Blood: At Sword's Point (Knights of the Blood);Katherine Kurtz;1994-01-01;Roc;Fantasy;Fiction, Paranormal, Vampires, Science Fiction Fantasy, Horror, Fantasy, Urban Fantasy;http://images.amazon.com/images/P/0451454073.01.LZZZZZZZ.jpg;;10.0;;;;
0451454243;The Forest House;Marion Zimmer Bradley;1995-01-01;Roc;Fantasy;Fiction, Historical, Historical Fiction, Mythology, Arthurian, Historical, Science Fiction Fantasy, Fantasy, Mythology, Romance, Historical Fiction, Historical Fantasy, Fantasy, Magic;http://images.amazon.com/images/P/0451454243.01.LZZZZZZZ.jpg;;7.12;7.5;;9.0;
0451456815;Not of Woman Born;Constance Ash;1999-01-01;Roc;Science Fiction;Fiction, Anthologies, Horror, Short Stories, Fantasy, Short Stories, Short Story Collection;http://images.amazon.com/images/P/0451456815.01.LZZZZZZZ.jpg;;5.0;;;;
0451457595;The River's Gift;Mercedes Lackey;1999-01-01;Roc;Fantasy;Romance, Fiction, Fantasy, Magic, Young Adult, Fantasy, Fairy Tales, Short Stories, Science Fiction Fantasy, Fantasy, High Fantasy, Fairies, Fae;http://images.amazon.com/images/P/0451457595.01.LZZZZZZZ.jpg;10.0;7.0;;;8.0;
0451457633;Tamsin;Peter S. Beagle;1999-01-01;Roc;Fantasy;Young Adult, Fiction, Paranormal, Ghosts, Fantasy, Paranormal, Horror, Fantasy, Urban Fantasy, Fantasy, Supernatural, Science Fiction Fantasy, Historical, Historical Fiction;http://images.amazon.com/images/P/0451457633.01.LZZZZZZZ.jpg;;;7.0;;;
0451521412;Room With a View and Howards End;E. M. Forster;1992-01-01;Signet Classics;Classics;Fiction, Historical, Historical Fiction, Romance, Literature, Cultural, Italy, European Literature, British Literature, Novels, Historical, Edwardian, Literature, 20th Century;http://images.amazon.com/images/P/0451521412.01.LZZZZZZZ.jpg;;9.0;;;;
0451526473;The Red Badge of Courage and Four Stories (Signet Classic);Stephen Crane;2004-01-01;Signet Book;Classics;Fiction, Historical, Historical Fiction, Literature, Short Stories, Young Adult, Literature, American, War, Historical, Literature, 19th Century;http://images.amazon.com/images/P/0451526473.01.LZZZZZZZ.jpg;;8.0;;;8.0;
0451526813;Much Ado About Nothing: With New and Updated Critical Essays and a Revised Bibliography (Shakespeare, William, Works.);William Shakespeare;1998-01-01;Signet Book;Classics;Plays, Fiction, Drama, Romance, Academic, School, Plays, Theatre, Literature, Poetry, Humor;http://images.amazon.com/images/P/0451526813.01.LZZZZZZZ.jpg;;10.0;;;10.0;
0451526961;A Midsummer Night's Dream (Signet Classic);William Shakespeare;1998-01-01;Signet Book;Classics;Plays, Fiction, Fantasy, Drama, Academic, School, Romance, Plays, Theatre, Poetry, Literature;http://images.amazon.com/images/P/0451526961.01.LZZZZZZZ.jpg;;10.0;;;8.5;
0451527038;The Call of the Wild: And Selected Stories (Signet Classics (Paperback));Jack London;1998-01-01;Signet Classics;Fiction;Classics, Short Stories, Adventure, Animals, Literature, Literature, American, Academic, School, Historical, Historical Fiction, Adventure, Survival;http://images.amazon.com/images/P/0451527038.01.LZZZZZZZ.jpg;7.0;10.0;;;;
0451527348;The Brothers Karamazov (Signet Classics (Paperback));Fyodor Dostoyevsky;1999-01-01;Signet Classics;Classics;Cultural, Russia, Literature, Literature, Russian Literature, Philosophy, Novels, Literature, 19th Century, Classics, Classic Literature, Religion, Historical, Historical Fiction;http://images.amazon.com/images/P/0451527348.01.LZZZZZZZ.jpg;;10.0;;;10.0;
